Temperature,Humidity,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
26.2,46.9,6.4,18.1,4.2,1.19,11.6,299
18.8,57.1,46.4,37.4,24.5,2.01,5.3,528
35.9,70.8,48.9,35.1,10.2,1.86,4.0,671
21.0,48.4,7.4,13.3,6.4,1.12,10.1,237
22.5,64.7,13.2,18.4,6.9,0.94,11.7,365
27.5,72.4,32.6,40.4,19.1,1.95,9.7,392
29.4,52.6,8.0,25.2,6.5,0.98,10.9,429
32.7,77.8,11.1,27.8,12.3,1.86,5.7,426
23.1,63.0,17.8,25.0,5.4,1.03,10.2,403
36.7,81.0,43.7,22.6,19.7,1.91,5.6,628
35.1,51.8,14.9,14.8,10.5,1.25,6.8,352
19.5,49.8,25.5,23.9,6.5,1.07,12.0,503
20.5,52.8,12.0,14.0,7.8,1.1,10.6,320
40.5,70.4,44.7,22.2,9.7,1.33,5.5,398
26.3,64.8,22.0,26.2,7.4,1.02,12.5,237
16.7,52.9,7.3,19.9,6.9,0.95,11.0,229
28.3,59.6,36.6,17.7,9.4,1.45,6.0,278
28.7,67.4,15.2,19.2,8.3,1.13,10.3,481
39.0,59.1,39.2,41.2,11.6,1.82,3.8,602
35.8,71.8,53.4,29.8,13.3,2.32,4.0,485
33.0,47.0,23.0,26.3,4.9,1.22,9.8,655
35.4,85.4,21.7,30.9,8.9,1.69,8.9,601
27.7,86.1,93.5,25.3,6.8,1.71,7.4,594
34.2,85.7,11.8,38.3,9.0,1.36,9.2,590
26.8,72.5,35.2,18.5,13.2,1.72,5.4,662
27.7,77.8,28.2,15.5,4.7,0.97,11.4,225
44.1,89.4,39.9,29.3,18.1,1.87,4.2,450
28.0,63.6,6.3,27.8,7.9,0.91,11.8,344
26.5,65.9,13.3,30.1,11.5,1.82,5.5,641
22.5,40.7,31.8,26.4,7.0,1.18,10.9,452
20.5,80.0,3.2,23.6,2.8,0.91,13.4,276
33.3,59.8,57.2,34.9,14.6,1.81,15.8,629
26.3,62.6,9.1,15.1,8.7,1.08,12.4,531
26.5,64.6,37.9,20.8,5.0,0.98,13.0,359
25.7,82.4,54.5,21.2,5.8,1.44,5.2,580
39.3,104.7,14.1,38.6,15.6,2.74,4.2,634
25.0,55.1,7.7,27.2,7.2,1.04,10.1,294
32.2,70.0,10.2,25.4,19.3,2.59,3.9,735
22.6,47.1,9.8,11.3,7.8,1.06,14.4,351
33.8,68.0,47.8,34.5,9.3,1.37,5.9,652
32.1,84.3,14.3,37.1,11.6,1.45,3.3,737
27.7,69.4,8.4,14.3,4.1,0.86,13.4,425
29.7,53.0,30.5,27.8,8.6,1.36,5.1,488
23.3,48.1,35.7,23.1,1.1,0.93,10.6,321
27.7,79.4,16.8,14.0,7.7,0.92,10.3,348
26.6,55.2,11.1,23.5,15.7,1.87,7.1,576
19.2,72.5,8.9,18.2,7.6,0.91,10.4,381
35.2,68.3,16.8,21.6,13.0,1.3,9.6,478
25.7,67.7,52.4,22.5,7.2,1.35,6.0,415
29.5,76.7,79.9,31.9,12.4,1.27,7.0,550
28.0,88.7,25.9,23.7,18.5,0.94,8.6,546
36.3,71.7,10.5,27.1,6.6,1.29,5.6,488
27.6,75.9,25.9,26.6,4.9,1.11,10.8,334
28.3,39.7,56.7,28.9,0.6,0.99,15.1,384
28.5,69.0,25.3,23.0,7.7,1.71,5.5,344
42.1,89.8,35.3,41.4,30.4,2.67,2.8,861
29.4,72.5,15.1,26.6,9.9,1.47,8.5,487
29.8,78.6,14.8,37.3,7.5,1.42,8.3,398
34.0,64.2,32.3,47.4,8.8,1.47,5.1,434
28.4,76.8,33.3,20.4,10.9,1.46,5.8,552
21.7,45.8,12.2,20.4,6.2,1.04,10.8,596
19.1,54.7,15.5,16.9,4.7,0.92,10.3,531
29.8,74.7,40.7,7.4,3.3,0.94,11.1,369
34.3,99.6,24.7,32.2,13.6,1.89,6.8,487
48.8,74.5,35.7,39.0,13.8,2.63,6.2,540
28.9,56.2,40.8,23.7,9.1,1.63,6.4,572
30.6,84.0,9.9,30.2,8.0,1.52,5.1,667
37.1,47.9,26.7,20.4,14.7,1.53,10.3,467
34.4,75.4,18.3,34.4,8.4,1.42,6.0,613
33.7,59.5,21.5,19.6,2.3,1.02,11.7,511
29.5,53.9,50.4,24.1,5.2,1.47,5.1,679
30.2,72.3,14.2,28.2,8.5,1.84,6.9,422
29.3,39.1,8.9,17.7,2.7,1.1,15.9,530
43.5,71.9,44.1,38.4,18.8,1.8,6.2,569
34.2,76.9,129.2,34.7,21.5,2.17,3.9,484
39.3,78.9,85.2,43.7,13.0,1.7,8.5,570
25.3,45.0,21.4,22.5,4.9,1.02,10.9,334
31.0,79.6,30.5,31.4,5.1,1.69,8.9,347
23.8,57.9,27.3,21.9,4.3,1.02,11.1,336
30.8,53.5,15.4,27.5,7.9,1.04,10.8,220
30.3,92.2,14.4,37.5,16.1,2.22,5.2,652
21.2,55.9,10.7,19.7,7.6,1.14,12.1,436
32.0,84.4,39.1,40.4,21.2,1.99,6.2,454
25.5,68.2,23.5,13.9,3.2,0.96,10.3,486
29.1,41.6,25.3,19.6,5.8,0.99,11.2,263
22.6,60.0,12.9,18.8,3.9,0.89,17.1,256
40.6,92.2,103.6,45.8,12.1,1.97,6.8,744
24.9,75.7,14.2,25.4,4.2,0.88,10.4,353
24.9,64.4,24.4,23.4,6.6,1.09,10.1,481
44.0,70.6,42.3,35.2,17.2,1.79,3.5,726
32.8,51.2,29.2,35.6,7.4,1.48,8.9,586
33.8,68.1,13.6,30.6,12.1,1.88,6.8,575
20.4,69.8,42.3,17.5,3.2,0.86,16.5,494
35.1,100.9,69.4,44.6,3.0,2.82,3.1,830
24.5,73.2,7.3,25.3,4.6,1.37,10.7,399
24.4,44.8,8.4,24.9,4.9,1.02,10.0,541
33.4,50.3,43.4,35.6,5.3,1.31,5.4,443
28.1,67.8,6.9,21.5,1.1,0.85,11.0,344
36.1,55.2,17.2,23.0,9.5,1.7,5.7,317
24.3,69.1,76.5,21.4,9.2,1.44,5.7,512
31.5,73.7,24.1,37.5,23.6,1.78,5.4,533
25.4,80.0,11.4,24.1,8.9,1.03,13.7,373
26.6,40.2,5.8,14.9,1.3,0.88,10.1,341
28.9,48.7,18.5,20.3,6.4,1.03,10.0,499
28.0,75.5,88.9,41.7,23.3,2.42,4.2,678
34.9,85.0,7.9,24.2,17.6,1.38,5.4,438
35.3,88.7,30.4,34.9,4.9,1.49,6.2,686
25.9,78.0,8.2,17.3,6.3,1.01,10.0,477
23.2,74.7,14.7,21.1,1.6,1.3,5.5,449
31.1,80.7,24.3,15.0,11.9,1.46,6.3,481
38.5,81.3,52.4,39.8,8.6,1.55,3.5,670
21.6,64.6,7.9,14.7,4.9,1.05,10.3,380
32.3,80.6,17.6,25.8,3.1,1.26,6.7,670
30.9,74.6,28.9,23.6,7.7,1.01,10.7,217
36.5,78.5,11.3,30.3,13.9,1.33,6.5,412
31.4,63.1,15.6,21.9,16.4,1.45,5.9,625
30.0,67.1,61.3,22.1,7.3,1.82,5.7,639
34.7,59.3,15.7,28.5,7.1,1.52,6.1,437
22.9,62.2,26.5,29.4,4.7,1.23,8.0,536
25.1,56.1,10.2,21.7,8.7,0.98,14.3,266
23.4,60.7,14.5,22.3,4.9,0.9,13.2,329
21.3,48.3,5.8,15.5,6.3,1.08,10.5,296
28.6,88.5,11.6,20.1,16.8,1.93,8.8,657
19.7,75.3,13.9,21.2,6.4,1.25,10.9,402
39.6,80.1,93.0,31.1,23.4,2.24,2.7,483
50.2,85.1,31.2,30.7,16.5,1.85,6.7,537
25.3,64.5,47.8,27.8,11.3,1.63,5.3,389
29.4,74.5,18.2,21.9,4.8,0.99,10.1,267
23.7,73.0,21.4,21.7,9.5,1.66,6.0,386
40.5,83.3,30.9,22.9,14.1,2.11,8.6,757
22.7,53.6,4.5,23.8,3.3,1.06,12.0,359
22.6,69.0,7.7,12.2,5.6,1.18,11.8,481
42.0,92.6,29.5,47.4,35.7,2.21,5.5,770
34.6,75.7,27.7,32.2,3.9,1.91,3.6,703
36.0,75.2,10.5,33.5,0.4,1.72,6.5,336
26.9,72.5,37.3,26.9,5.2,1.52,5.4,479
39.3,73.0,35.5,34.2,8.1,2.05,3.7,655
23.2,88.9,60.9,31.4,13.1,1.19,5.5,351
32.4,63.5,14.7,38.5,11.4,1.81,3.8,501
21.9,56.3,20.3,23.3,9.4,0.84,10.8,271
28.5,83.8,26.5,30.2,10.7,1.52,7.5,581
21.7,45.4,25.3,22.8,3.9,0.78,13.8,385
25.1,66.6,43.4,18.5,4.3,0.92,12.0,326
21.3,41.7,10.9,21.2,3.7,1.0,12.8,298
21.7,53.7,17.2,26.1,5.8,0.97,10.2,536
26.7,51.1,35.7,14.6,4.3,1.23,7.1,646
21.6,53.1,49.9,16.5,6.5,0.88,10.7,348
23.6,66.3,20.6,18.0,8.4,1.64,5.5,581
26.4,74.6,86.5,24.4,7.0,1.65,5.1,603
28.4,81.5,11.7,17.6,2.9,0.93,12.9,580
24.6,42.6,15.2,17.2,5.6,1.2,10.9,516
21.0,54.3,11.7,19.5,4.4,1.05,10.1,569
31.2,84.0,39.4,24.6,12.2,1.3,6.4,438
28.2,49.6,21.7,19.7,11.3,0.99,11.1,214
23.8,79.3,10.6,22.5,5.5,1.05,12.3,544
22.8,73.0,5.4,24.1,4.2,0.87,10.6,381
25.4,73.2,35.4,12.3,6.0,1.13,10.1,371
20.3,44.4,11.6,18.2,3.4,1.16,14.3,407
24.1,83.6,60.3,28.4,9.6,1.54,6.4,543
37.6,99.5,157.1,36.3,20.8,1.82,2.8,528
27.4,81.5,30.4,22.6,12.8,1.55,5.1,341
22.9,50.0,23.4,18.8,6.0,0.95,12.2,225
31.1,86.1,98.8,44.4,15.6,2.15,4.4,480
28.9,61.7,7.1,35.3,7.8,1.45,6.0,439
23.6,52.0,11.9,19.0,5.5,1.01,12.6,581
40.0,71.3,4.4,14.5,16.1,1.41,5.1,318
24.1,89.4,16.3,24.5,15.1,1.37,8.5,298
31.8,80.1,7.6,24.4,16.6,1.56,10.4,679
27.7,69.1,19.1,21.6,4.6,1.07,10.5,231
24.0,42.5,14.9,25.9,3.9,0.91,10.6,310
27.8,43.3,24.5,12.0,4.3,0.96,12.7,404
28.2,60.6,19.4,23.0,6.0,1.16,14.3,360
24.6,52.4,18.1,27.0,14.7,1.4,8.8,356
36.5,81.0,22.2,31.5,6.8,1.63,6.5,322
23.4,50.1,23.4,28.5,10.6,0.89,10.2,200
31.2,64.1,36.6,22.8,13.4,1.64,6.9,634
34.9,63.0,69.2,29.5,8.2,1.07,5.2,568
28.5,71.0,13.1,21.8,4.0,0.97,13.1,510
25.5,38.3,8.8,19.1,6.6,1.05,17.8,379
21.7,49.2,4.6,24.4,5.6,1.02,12.6,559
25.9,57.0,18.9,22.5,9.8,1.52,6.9,352
22.3,65.7,5.7,26.8,3.5,0.91,13.3,282
23.5,75.6,14.1,25.4,6.2,1.03,11.0,239
24.8,47.8,40.9,19.6,6.1,0.93,14.2,557
21.5,74.6,8.1,15.9,6.3,1.02,15.6,381
36.7,103.1,25.2,52.7,14.7,2.52,2.6,594
20.7,77.0,20.3,15.8,3.7,0.96,16.0,368
49.6,79.9,26.4,37.8,28.8,2.71,3.3,639
25.3,79.4,21.8,16.3,6.2,1.06,11.1,506
28.2,75.4,13.0,35.9,2.6,1.42,5.5,539
24.2,83.2,29.1,22.4,1.7,1.37,6.0,384
27.6,57.9,8.8,12.9,5.1,1.08,10.2,265
43.2,64.6,48.6,36.7,14.7,2.3,3.4,540
26.3,86.9,22.1,37.1,11.0,2.22,5.1,556
25.5,78.0,105.1,26.0,9.9,1.46,7.2,554
34.5,60.8,47.4,28.7,9.1,2.04,3.4,484
25.7,86.6,16.6,18.2,10.9,1.37,5.6,594
25.1,68.4,11.9,15.0,1.2,1.03,13.7,203
23.1,100.8,30.0,28.5,16.3,1.8,7.2,711
25.5,65.8,20.3,33.9,10.2,1.09,9.3,596
27.7,81.8,8.9,26.5,20.1,1.33,5.2,317
20.5,45.2,21.6,26.2,4.9,1.08,10.1,236
39.0,107.1,29.4,44.6,19.3,3.65,2.8,713
25.1,49.8,6.0,22.4,3.3,0.73,11.8,510
26.7,68.4,10.4,24.4,2.3,1.12,11.6,545
26.0,52.7,11.4,16.9,3.8,0.92,10.5,457
26.1,65.4,9.2,14.9,4.7,1.21,13.5,241
30.8,66.2,28.9,18.1,6.8,1.0,5.2,603
22.3,73.0,8.4,20.7,3.6,1.18,10.3,471
32.7,86.0,17.3,31.0,15.3,1.3,5.8,683
38.1,96.6,79.6,40.5,24.4,2.41,4.9,863
32.8,99.6,8.0,33.6,21.5,1.92,5.5,664
33.0,90.1,49.5,31.2,7.4,1.6,6.2,358
29.8,112.5,55.3,37.6,25.4,3.17,5.4,662
35.2,51.3,16.0,36.2,11.6,1.59,5.3,694
24.4,79.3,18.3,26.1,5.6,1.2,21.7,449
27.9,47.4,14.2,19.9,9.0,1.06,10.5,428
38.1,92.0,153.7,37.6,23.6,2.96,2.7,511
28.5,87.8,15.5,35.2,13.1,1.14,5.0,610
21.7,56.3,25.0,17.5,6.9,1.09,10.5,605
26.1,54.5,5.8,17.2,3.1,0.98,17.9,327
24.5,73.3,12.5,21.6,4.5,0.94,10.2,322
39.3,76.0,49.6,23.5,26.8,2.06,3.4,452
34.9,78.5,19.1,29.1,17.8,1.47,6.0,534
22.0,58.4,21.6,12.3,6.1,1.0,14.1,600
29.8,56.5,32.5,20.4,15.5,1.69,6.9,537
36.9,63.1,34.4,22.9,10.9,1.31,5.3,646
35.8,87.2,15.7,45.1,23.3,1.63,4.7,809
49.4,87.2,154.5,23.8,6.2,2.12,4.9,762
22.0,60.6,11.8,22.6,3.7,1.04,13.5,523
29.9,84.5,24.0,22.2,7.7,1.69,5.1,424
36.3,69.3,15.6,22.7,1.6,1.44,6.4,542
34.7,74.8,19.6,26.4,12.7,1.6,8.5,304
24.5,62.2,12.4,25.2,7.3,1.65,8.8,393
26.3,79.9,8.1,14.6,9.1,1.02,11.4,347
22.4,65.2,38.7,28.2,5.9,1.02,10.7,532
23.5,55.1,11.8,16.6,6.6,1.04,10.8,421
47.4,93.1,96.6,34.3,14.9,2.54,5.7,797
24.1,61.0,15.5,20.0,4.1,0.94,14.3,203
18.1,62.9,26.6,12.7,5.1,0.92,12.2,476
33.5,96.2,41.0,41.6,15.7,2.17,4.4,596
27.6,51.2,14.8,19.6,6.1,0.98,18.2,315
24.6,46.5,13.0,14.2,6.7,0.96,10.5,547
24.1,70.9,9.7,17.4,2.2,0.97,13.7,366
31.3,75.0,47.1,32.6,11.0,1.87,5.6,451
26.6,66.0,3.7,27.7,11.7,1.63,6.6,395
37.7,73.8,36.9,40.0,25.8,2.3,5.1,451
35.5,73.2,96.3,32.8,15.4,2.56,9.1,879
21.8,73.5,14.8,24.2,5.9,0.96,10.8,463
28.7,93.1,32.8,20.5,7.7,1.46,5.5,300
37.6,72.2,16.6,32.2,6.3,1.85,3.5,637
31.1,78.4,67.9,35.6,17.5,2.24,5.6,488
24.3,42.3,9.7,26.4,5.6,1.1,10.1,558
28.1,39.9,7.6,18.2,4.8,1.08,10.8,470
29.9,82.5,25.6,37.5,11.2,1.63,3.8,597
33.4,80.3,13.0,23.3,10.1,1.76,7.3,600
23.5,58.3,5.7,11.7,5.9,0.99,10.8,346
25.4,72.7,15.3,20.6,8.3,1.46,6.8,503
37.1,58.0,19.3,27.0,16.2,1.18,7.2,403
28.3,76.4,25.7,21.5,10.9,2.08,6.4,501
33.5,43.8,61.9,22.9,5.2,1.71,10.8,523
34.9,51.8,40.1,19.6,12.0,1.46,6.0,634
31.4,81.3,15.1,31.7,11.9,1.44,5.5,447
35.1,75.6,21.0,31.9,5.9,2.06,5.5,766
23.6,60.4,61.1,14.3,6.8,1.06,14.4,345
25.1,48.7,17.9,17.5,4.2,0.98,19.7,403
27.3,43.5,38.6,21.8,7.2,1.06,19.7,479
30.3,51.2,18.8,26.3,14.1,1.39,5.2,624
30.6,72.5,12.3,28.1,10.0,1.68,5.4,555
30.5,58.2,24.8,22.9,15.9,1.52,5.1,431
42.1,74.0,21.4,34.4,20.7,1.69,3.7,611
22.3,70.1,10.4,26.8,2.9,1.2,10.1,388
29.1,54.3,15.1,28.0,8.8,1.43,10.8,421
27.1,64.2,5.6,15.3,4.7,0.8,11.5,581
22.3,45.3,8.3,27.1,8.2,0.87,11.1,316
36.2,80.6,22.0,28.7,13.3,1.56,7.5,483
27.6,78.7,8.5,24.4,5.1,1.0,10.9,513
32.2,104.1,28.4,26.6,4.2,1.9,8.2,467
42.1,87.1,188.2,30.9,14.8,2.94,3.2,759
26.3,55.2,6.4,11.2,5.8,1.08,12.2,605
38.2,95.1,31.3,26.2,11.0,2.43,5.5,616
46.1,105.2,70.0,22.8,25.6,2.41,6.8,524
21.3,47.7,12.3,21.2,7.0,0.99,10.7,478
23.4,67.7,57.8,20.9,6.9,0.93,11.2,364
29.6,76.1,48.7,51.2,9.3,2.7,2.9,788
21.5,72.6,9.5,22.4,4.7,0.98,12.5,391
24.8,73.1,9.8,17.5,10.0,1.02,12.5,287
27.4,67.3,52.9,22.4,12.4,1.65,9.6,446
35.9,67.9,19.3,31.8,10.9,1.36,8.2,383
29.1,79.4,56.1,31.5,16.8,2.49,6.2,542
33.1,66.1,41.6,27.9,17.7,2.23,3.4,733
52.3,74.5,24.0,29.7,19.3,1.78,3.6,515
36.6,74.7,30.9,28.1,16.3,1.04,3.8,409
22.0,70.7,46.7,19.8,10.5,1.78,5.6,691
26.6,49.0,12.6,15.1,0.3,0.79,11.8,337
28.6,81.6,14.1,12.0,3.7,0.92,10.3,524
29.9,51.4,14.2,23.7,10.0,1.43,9.0,321
28.4,83.9,32.2,33.5,9.0,1.74,6.0,425
32.6,69.9,14.7,11.3,6.9,0.99,10.6,536
34.5,76.9,71.9,28.4,13.0,1.77,7.7,586
25.9,41.0,0.1,20.4,3.5,1.13,15.2,293
38.5,103.0,37.4,40.5,19.5,1.89,7.2,527
20.4,43.9,15.9,25.7,9.0,1.06,13.8,480
34.7,68.8,59.4,22.7,10.3,2.33,2.6,816
40.0,88.6,25.7,31.0,20.5,2.11,4.6,709
28.9,52.9,77.8,41.6,18.4,2.05,8.8,601
36.1,70.2,37.6,27.8,20.7,2.21,3.9,454
41.2,82.7,25.0,43.5,24.5,2.33,2.6,494
27.1,51.4,36.6,12.1,8.4,1.03,11.1,241
28.2,49.3,48.4,21.3,8.8,1.64,11.6,617
23.7,72.0,12.5,16.3,11.3,1.52,6.1,607
34.9,83.9,9.5,31.4,7.8,1.68,5.1,524
28.9,80.1,19.7,31.1,10.3,1.61,8.1,562
27.2,57.8,10.9,22.7,6.1,0.9,10.6,481
45.9,66.1,19.2,33.8,27.7,2.12,5.5,472
27.5,92.0,20.7,31.2,10.1,1.42,10.2,350
25.3,54.9,6.8,27.7,4.6,0.99,12.0,279
34.0,73.4,18.7,29.6,8.2,1.38,6.5,522
32.3,72.8,30.6,42.3,2.8,2.04,4.5,636
31.5,85.2,21.9,26.6,9.1,1.2,5.2,676
24.4,59.2,9.1,20.1,7.2,0.89,12.2,600
28.4,38.8,8.4,10.5,5.6,0.99,12.5,560
24.2,63.9,9.1,24.1,2.7,0.93,12.8,369
21.4,42.0,6.6,19.7,1.3,1.07,20.0,473
40.9,85.1,47.9,32.6,26.5,2.03,3.9,783
27.2,82.5,37.1,32.5,14.5,1.96,4.5,544
28.5,74.4,30.3,33.8,23.3,2.45,3.6,422
27.1,66.5,29.8,35.6,15.6,1.99,3.3,577
26.7,41.8,6.5,25.5,2.5,1.07,10.5,303
36.3,60.8,29.7,22.1,14.6,1.27,16.3,495
34.8,88.8,30.8,25.3,8.4,1.49,8.7,431
28.0,53.6,28.4,14.1,2.7,0.99,11.7,475
24.0,86.1,52.2,29.5,15.4,1.49,5.5,689
29.0,51.7,13.0,16.5,5.0,1.01,10.1,226
31.4,76.6,7.9,24.4,7.6,1.01,13.1,570
41.7,91.4,63.7,34.2,26.8,2.53,3.2,887
26.5,60.4,17.0,23.4,8.0,1.13,12.5,396
31.9,57.1,12.0,27.0,7.7,1.23,6.1,395
27.0,86.7,20.1,28.6,8.9,1.74,9.6,653
26.6,44.0,7.1,23.9,7.2,0.97,11.0,417
35.5,79.5,40.9,41.3,5.0,2.0,7.0,650
27.2,46.3,18.8,19.7,7.3,1.05,10.8,496
42.7,111.0,50.7,41.3,21.0,2.52,4.2,516
38.5,97.0,54.0,43.1,24.5,2.91,6.6,773
37.1,105.9,17.2,28.3,14.5,1.63,5.5,501
21.4,39.3,26.4,21.7,4.7,1.1,12.2,428
26.0,44.9,23.7,17.1,4.1,0.84,11.7,435
25.2,58.1,13.3,23.3,5.6,0.93,10.4,526
29.8,72.4,19.9,13.0,3.9,1.06,10.5,568
27.8,56.8,9.5,12.5,7.0,1.04,12.1,258
28.6,53.7,34.0,23.2,4.5,1.02,11.0,508
29.0,71.5,8.1,24.2,7.2,1.13,14.7,532
27.4,63.2,35.3,30.7,8.8,1.5,5.6,631
19.5,51.5,9.5,17.0,2.8,0.95,11.9,471
25.9,79.1,22.0,18.4,2.7,0.9,10.3,387
26.9,51.6,7.4,24.6,5.1,1.06,13.1,534
27.4,44.7,22.1,22.0,8.7,1.18,5.8,363
21.8,56.2,12.5,15.8,4.0,1.05,10.1,373
30.4,57.2,56.4,20.2,11.7,1.8,8.8,516
32.5,75.1,36.0,25.8,6.3,1.69,6.4,516
29.4,82.3,8.8,23.7,5.9,0.92,10.9,266
40.1,61.7,17.0,31.4,21.5,2.13,4.8,788
21.2,55.0,13.5,15.8,7.1,1.04,13.0,503
33.8,72.5,36.1,26.7,7.3,1.36,7.0,433
31.8,83.5,38.8,25.9,9.4,1.36,5.7,588
35.4,51.9,53.0,21.0,10.4,1.53,6.6,628
20.7,66.4,29.6,23.2,0.8,0.98,14.4,520
23.1,63.6,15.5,18.1,3.9,0.98,15.0,205
25.1,49.3,6.3,16.7,3.7,0.89,11.7,239
31.6,71.5,24.3,24.5,17.1,1.57,8.0,560
21.0,51.0,9.4,18.6,7.8,1.01,10.5,254
30.3,72.1,33.6,34.4,15.1,2.0,5.0,726
33.2,92.5,35.6,37.4,6.9,1.62,4.1,655
22.9,50.1,13.7,12.1,8.4,1.09,13.6,589
35.3,92.3,24.1,32.6,10.4,1.87,4.0,623
27.2,68.6,11.8,29.7,21.9,1.91,7.9,410
24.8,67.2,23.5,22.0,5.8,0.92,12.5,255
27.2,59.1,5.2,15.0,5.2,1.03,11.0,285
32.0,60.1,50.5,34.5,8.0,1.49,7.8,605
29.3,79.8,13.9,21.9,6.4,1.72,7.0,337
33.2,93.9,32.2,36.2,21.8,2.35,5.5,714
32.9,66.9,8.6,30.6,14.0,1.47,10.5,485
38.6,97.4,78.4,29.4,18.3,1.6,5.1,554
24.4,45.9,30.5,22.8,3.1,0.97,11.5,524
23.6,76.1,5.8,25.8,4.5,1.01,10.2,306
37.3,59.7,26.6,37.7,24.1,2.25,4.1,640
23.7,57.8,35.0,11.7,2.3,1.07,13.2,453
27.0,45.5,13.0,24.3,5.0,1.01,10.7,205
35.1,92.3,114.2,35.1,14.7,2.5,2.7,589
21.6,71.5,6.5,23.8,4.8,0.89,13.8,384
41.6,105.2,89.8,42.7,21.8,2.47,4.7,677
32.6,68.5,19.9,29.3,15.3,1.77,11.9,451
34.9,96.9,30.2,36.5,20.3,1.89,6.8,680
18.4,60.6,8.4,16.6,7.3,1.04,10.2,444
35.7,102.1,49.8,19.5,13.0,2.04,7.2,472
30.7,75.8,50.0,26.0,13.6,1.34,5.9,415
27.3,47.6,23.5,12.9,2.5,0.93,10.7,571
20.6,78.2,21.6,41.6,7.4,2.71,4.8,721
32.3,65.9,38.8,26.4,4.1,1.63,7.5,662
25.6,46.5,8.1,27.8,3.9,1.1,14.2,534
34.2,78.8,29.6,24.6,11.3,1.73,6.8,441
33.8,72.7,71.8,30.7,19.5,1.52,7.9,610
26.6,68.5,15.2,20.2,14.2,1.52,5.8,410
40.5,69.4,34.8,33.4,25.1,1.62,5.0,501
28.3,75.6,12.2,30.8,9.7,1.64,6.0,611
28.9,55.0,7.3,18.2,5.9,1.11,11.3,469
27.2,75.6,21.6,27.1,16.2,1.77,5.5,396
29.6,80.8,31.9,30.7,21.5,2.94,4.0,558
23.2,54.0,8.8,24.4,0.6,1.04,12.5,372
28.9,82.1,47.5,34.4,22.3,1.8,5.2,675
26.8,76.2,54.3,24.5,4.6,1.58,7.5,451
28.2,86.1,62.3,36.7,11.3,1.81,7.5,551
28.4,45.1,15.9,23.0,6.5,0.99,12.6,303
22.6,75.5,63.3,30.0,7.7,1.33,5.9,361
32.8,74.0,15.5,26.7,5.7,0.85,11.2,199
29.5,54.8,15.1,14.0,6.6,0.78,11.9,315
25.3,86.3,15.8,33.6,9.9,1.66,5.8,426
27.1,63.0,18.5,15.7,6.9,0.96,10.3,383
23.4,71.4,18.2,18.0,2.5,1.15,12.5,496
35.9,61.0,18.0,21.4,16.3,1.41,11.6,613
37.5,95.7,28.0,32.9,20.7,1.73,8.9,802
25.8,51.5,12.9,17.5,0.2,1.26,11.8,452
37.8,79.1,85.1,52.6,20.1,2.6,6.5,778
26.7,67.6,7.9,23.5,6.2,0.99,10.4,366
28.6,83.1,29.1,35.8,12.3,1.93,7.4,674
26.7,62.1,16.7,15.8,3.8,1.04,13.6,276
34.1,65.4,56.2,23.1,10.2,1.49,7.9,385
23.8,88.2,18.4,30.8,18.0,1.94,3.4,409
31.1,78.2,55.7,30.5,10.4,1.49,11.5,628
22.4,62.4,21.1,20.1,4.9,0.85,11.6,591
29.2,112.4,39.6,37.6,17.5,2.99,4.3,689
31.5,67.6,46.2,22.8,0.7,2.07,5.4,446
37.3,98.6,85.3,37.5,16.9,2.34,9.0,695
45.8,96.4,10.0,34.1,11.9,1.9,11.6,374
20.9,59.2,9.5,20.5,4.1,0.96,10.7,590
44.6,70.1,79.8,45.1,16.8,2.52,4.1,658
28.3,82.7,19.7,28.6,14.5,1.27,5.2,430
24.0,79.3,13.3,22.0,6.6,0.9,10.5,579
30.8,67.6,15.4,29.2,6.0,1.42,8.7,564
25.7,69.3,25.0,27.7,10.6,1.44,9.5,482
24.9,57.7,4.9,18.0,6.1,1.25,11.9,302
36.4,82.7,36.6,39.2,15.9,1.72,9.0,782
25.6,66.5,14.5,12.9,3.7,0.94,13.2,354
24.5,70.4,9.0,10.9,5.1,0.94,14.6,228
38.6,72.2,67.7,36.2,28.6,2.21,3.0,860
26.2,63.4,21.1,19.1,3.7,1.15,14.2,305
29.2,45.3,17.7,21.6,6.8,0.92,11.1,219
28.4,57.0,11.4,23.9,4.4,0.96,11.3,370
28.6,67.5,4.9,19.0,4.5,1.04,11.4,444
27.2,71.9,22.7,27.1,5.5,1.1,11.2,513
18.6,49.8,18.6,23.3,4.4,0.77,10.0,262
25.4,56.8,8.2,15.6,4.2,1.01,12.0,375
35.7,79.1,55.5,25.6,17.0,2.75,2.8,821
31.2,55.8,27.0,20.5,13.4,1.47,6.1,402
25.8,67.1,74.3,34.3,4.2,1.81,5.3,508
31.1,70.9,44.7,26.9,5.8,1.45,7.2,455
26.8,83.0,69.0,17.6,15.2,1.82,7.5,668
39.3,77.8,78.3,23.8,10.9,2.74,6.2,665
48.3,95.4,89.2,51.8,20.4,3.36,3.3,685
47.5,101.4,157.7,50.1,16.5,2.37,5.1,638
24.0,75.7,5.8,24.7,2.3,1.08,11.0,355
32.7,63.2,39.6,28.8,11.0,1.54,7.2,296
18.9,45.9,6.2,19.5,1.9,0.92,11.1,495
30.6,51.1,10.1,23.1,5.7,1.11,15.0,221
30.7,76.4,31.9,27.6,11.6,1.54,5.9,516
